trt	year	season	needle.m	needle.se	cone.m	cone.se	twig.m	twig.se	bark.m	bark.se	sum.m	sum.se	needle.n
C	2014	1	33.9454545454545	2.65005535572934	3.39090909090909	1.18976350174421	0.4	0.134164078649987	2.88181818181818	0.294129897654446	43.9727272727273	3.62659597241097	11
C	2014	2	2.85727272727273	0.244678233638648	1.73454545454545	0.556522259027784	2.89454545454545	0.934496815147415	3.02545454545455	0.477475108606557	11.3754545454545	0.902368966701601	11
C	2015	1	18.6872727272727	1.1182926035289	1.28454545454545	0.636039397916889	0.183636363636364	0.0895876688681157	1.26	0.100877964077214	23.72	1.72020559024998	11
C	2015	2	6.05454545454545	0.482863360375778	1.33636363636364	0.510306989115861	2.79090909090909	0.684032767085233	2.89090909090909	0.337491965009955	14.8454545454545	1.55472088324348	11
C	2016	1	21.4363636363636	1.52000434971104	4.22015454545455	0.973686560576828	0.284309090909091	0.186725024107909	2.34965454545455	0.285072065008015	29.5242090909091	2.08473757744468	11
C	2016	2	4.94729090909091	0.283002136983434	1.28823636363636	0.810639986147054	2.16845454545455	0.768093588564173	2.78170909090909	0.185853401394533	11.9323181818182	1.28463821329503	11
C	2017	1	26.3636363636364	1.43370294420825	9.2669	4.57681305920496	0.933481818181818	0.161543234189478	3.12103636363636	0.330580316543424	42.1230363636364	5.40792483158278	11
C	2017	2	2.85454545454545	0.297982194820013	0.936363636363636	0.475064153997356	5.17272727272727	2.80736339938355	0.754545454545455	0.168611245372649	10.6	3.34378663956137	11
C	2018	1	24.8936363636364	1.4021167586755	2.61727272727273	1.02433667308884	1.34727272727273	0.270427576959461	3.81909090909091	0.626730991364868	35.0618181818182	2.53052018302447	11
C	2018	2	4.44545454545455	0.546786253129658	1.16363636363636	0.371305492276968	3.21818181818182	1.03201640066409	1.64545454545455	0.290254946356298	11.8090909090909	2.00079323112585	11
C	2019	1	17.8527272727273	1.19482223166848	0.408181818181818	0.285475100591718	0.613636363636364	0.497928933825396	1.16363636363636	0.202013828182279	22.0172727272727	1.60935565361877	11
C	2019	2	3.07584545454545	0.347514625817425	2.00322727272727	0.914058702818559	3.51486363636364	2.08525160780846	1.71768181818182	0.20426048868949	10.9520636363636	2.36626707331007	11
C	2020	1	17.8636363636364	1.17351629552715	3.56858181818182	1.540775639252	0.384418181818182	0.188480741151779	2.51697272727273	0.329617378207717	25.4718	2.66381347043533	11
F	2006	1	9.90909090909091	1.67350772306959	2.40909090909091	1.09049234464026	0.390909090909091	0.172392019143761	0.727272727272727	0.130098500509079	14.3363636363636	1.53013800490334	11
F	2006	2	14.6363636363636	1.09754045088202	0.863636363636364	0.433856433579909	0.3	0.136847625946791	0.709090909090909	0.107411312638123	16.7545454545455	1.06875999826168	11
F	2006	3	1.50909090909091	0.147373702757523	1.18181818181818	0.620823233781812	1.93636363636364	1.09139383169769	2.12727272727273	0.283834429678773	7.48181818181818	1.3452149663846	11
F	2007	1	15.21	1.10809646591701	3.17	1.24873713985148	2.55	2.25024690003366	1.67	0.218606699094261	24.28	3.1409764935977	10
F	2007	2	1.49090909090909	0.152228623192251	0.854545454545455	0.468724310590824	0.6	0.208457538732821	1.24545454545455	0.123850082661283	4.5	0.611406723726671	11
F	2008	1	21.0545454545455	1.20070915684809	7.90909090909091	2.17211478624591	0.327272727272727	0.203197579213796	2.50909090909091	0.229011530259364	35.3454545454545	2.78683148971482	11
F	2008	2	3.63636363636364	0.399607245196109	1.58181818181818	0.595409436181704	0.609090909090909	0.294017484159931	2.04545454545455	0.226179187356813	8.97272727272727	0.903638192791271	11
F	2009	1	24.8909090909091	1.57269048827187	5.77272727272727	1.60454416688076	0.154545454545455	0.109015125192155	2.09090909090909	0.409978834365994	36.0636363636364	2.90069812058698	11
F	2009	2	2	0.284125452445346	0.4	0.351878078058554	0.690909090909091	0.254577920007553	0.554545454545455	0.144199127701079	3.82727272727273	0.704671542969541	11
F	2010	1	33.7545454545455	2.51827371017109	2.5	0.908044852716789	0.790909090909091	0.643633795577825	1.53636363636364	0.238660171972515	43.2181818181818	3.23005257997784	11
F	2010	2	8.55454545454545	0.840493754923923	0.190909090909091	0.171863870789194	0.427272727272727	0.223643754497236	1.6	0.223606797749979	11.3454545454545	1.04875368772685	11
F	2011	1	30.1181818181818	2.55473955910892	1.13636363636364	0.588259795308892	0.390909090909091	0.173966843995968	1.45454545454545	0.134410251478373	38.1181818181818	3.22988370693599	11
F	2011	2	14.32	1.3460889850064	0.99	0.460301833341752	3.44	1.48400359388603	2.45	0.218199704654042	23.05	2.19414625259525	10
F	2012	1	34.99	2.97793552650154	3.01	1.09457754407808	0.37	0.201135664553941	1.2	0.236173194452245	43.52	3.77373378322672	10
F	2012	2	17.2727272727273	1.35741002776283	1.00909090909091	0.528540794925828	1.24545454545455	0.744234034105308	1.71818181818182	0.216508736677879	22.1636363636364	1.7809738259152	11
F	2013	1	50.23	2.8515122693445	8.04	2.38417001630896	0.1	0.0394405318873308	1.82	0.240277617212535	63.79	4.00359421853248	10
F	2013	2	17.7181818181818	0.548687389357245	6.21818181818182	2.04813965174688	2.43636363636364	0.823989488820064	3.26363636363636	0.233655818079315	31.4272727272727	2.52914253917629	11
F	2014	1	40.16	1.86858235033942	12.65	3.02982397728537	1.09	0.538196577056707	1.59	0.237790757693491	59.55	3.71125166067849	10
F	2014	2	8.47909090909091	0.513029246987404	4.43909090909091	1.15515717509504	3.44363636363636	1.34050822975825	2.29363636363636	0.150630630274388	20.47	2.41696391066448	11
F	2015	1	29.6145454545455	1.38126579868307	4.12181818181818	1.33336199693708	1.77909090909091	0.941078157845327	1.55181818181818	0.22756345041975	40.9627272727273	2.65590768285246	11
F	2015	2	16.1181818181818	0.640286609377988	6.66363636363636	0.648112325740577	2.79090909090909	0.742165694003281	2.48181818181818	0.206625784635009	30.7	1.58378143579335	11
F	2016	1	29.4545454545455	1.22031021662256	15.9586363636364	2.9102271608704	1.65164545454545	0.734440114690174	2.79999090909091	0.341328073174754	52.2549727272727	3.72073836780455	11
F	2016	2	10.0518545454545	0.34586988971515	2.74514545454545	0.791624309696512	1.69090909090909	0.323072482285195	1.95642727272727	0.172618558515015	17.5356727272727	0.793512303632734	11
F	2017	1	28.9818181818182	2.22530153960059	15.0087272727273	3.23685029929043	1.02484545454545	0.281875840934407	2.55939090909091	0.531747280961471	51.4038363636364	5.8049018406903	11
F	2017	2	5.08181818181818	0.464135204012048	2.03636363636364	1.00627781517944	6.90909090909091	5.37513559313885	0.863636363636364	0.219616495188038	16.0090909090909	5.62000411752445	11
F	2018	1	37.7081818181818	1.41225211384436	7.34181818181818	1.69461329360891	2.50909090909091	0.681141361039695	3.71636363636364	0.495566292652379	55.2745454545455	3.67074809408763	11
F	2018	2	12.6818181818182	0.807106862567347	5.21818181818182	1.9292871119485	5.21818181818182	1.80931017401249	2.26363636363636	0.348574428539164	27.5727272727273	3.78847752843686	11
F	2019	1	21.0954545454545	1.21283541837552	6.63727272727273	2.00945541736565	0.240909090909091	0.107816802076102	1.77818181818182	0.401290686256276	33.9218181818182	2.41789947087129	11
F	2019	2	6.1663	0.461667867037057	3.63768181818182	1.38545341005084	3.43314545454545	1.58045355897164	2.26435454545455	0.460197298866799	17.3467454545455	2.07559793038333	11
F	2020	1	23.7090909090909	1.25600047375893	14.8375363636364	6.40709447908081	2.60235454545455	1.19592742128241	2.27252727272727	0.367112028502301	46.2993090909091	8.64099139367337	11
